3356,2096,854,,A/01, 420 ,360,1,,26714
3356,2096,846,,A/02, 132 ,217,1,,26291
3356,2096,854,,A/03, 420 ,360,1,,26715
3356,2096,847,,A/05, 360 ,300,1,,26716
3356,2096,846,,A/06, 132 ,217,1,,26292
3356,2096,847,,A/07, 360 ,300,1,,26293
3356,2096,846,,A/08, 132 ,217,1,,26294
3356,2096,,,A/10, 132 ,217,1,,
3356,2096,846,,A/12, 132 ,217,1,,26296
3356,2096,846,,A/16, 132 ,217,1,,26297
3357,2096,852,,B/01,736,588,1,,26712
3357,2096,853,,B/02,733,450,1,,26713
3357,2096,845,,B/03,590,382,1,,26298
3357,2096,836,,B/05,517,360,1,,26299
3357,2096,835,,B/06,423,300,1,,26300
3357,2096,837,,B/07,416,300,1,,26301
3358,2096,804,,C/01,254,156,1,,26302
3358,2096,805,,C/03,300,204,1,,26304
3358,2096,806,,C/05,346,252,1,,26305
3358,2096,807,,C/07,360,288,1,,26307
3358,2096,807,,C/09,360,288,1,,26309
3358,2096,807,,C/11,360,288,1,,26310
3358,2096,807,,C/15,360,288,1,,26312
3358,2096,807,,C/17,360,288,1,,26314
3358,2096,807,,C/19,360,288,1,,26316
3358,2096,807,,C/21,360,288,1,,26318
3358,2096,807,,C/23,360,288,1,,26319
3358,2096,807,,C/25,360,288,1,,26320
3358,2096,807,,C/27,360,288,1,,26321
3358,2096,807,,C/29,360,288,1,,26322
3358,2096,807,,C/31,360,288,1,,26323
3358,2096,807,,C/33,360,288,1,,26324
3358,2096,807,,C/35,360,288,1,,26325
3358,2096,807,,C/37,360,288,1,,26327
3358,2096,809,,C/02,300,240,1,,26303
3358,2096,809,,C/06,300,240,1,,26306
3358,2096,809,,C/08,300,240,1,,26308
3358,2096,5139,,C/10,300,240,1,,46439
3358,2096,5139,,C/12,300,240,1,,26311
3358,2096,809,,C/16,300,240,1,,26313
3358,2096,809,,C/18,300,240,1,,26315
3358,2096,807,,C/20,300,240,1,,26317
3358,2096,,,C/26,300,240,1,,
3358,2096,,,C/28,300,240,1,,
3358,2096,,,C/30,300,240,1,,
3358,2096,5138,,C/32,258,168,1,,46438
3358,2096,,,C/36,248,168,1,,26326
3358,2096,,,C/38,238,144,1,,26328
3358,2096,842,,C/50,227,144,1,,26329
3358,2096,832,,C/52,217,144,1,,26330
3358,2096,844,,C/56,156,217,1,,26331
3358,2096,5136,,C/58,150,217,1,,46436
3358,2096,,,C/60,144,217,1,,26332
3358,2096,5137,,C/62,138,217,1,,46437
3358,2096,833,,C/66,132,200,1,,26333
3359,2096,828,,D/01, 231 ,150,1,,26334
3359,2096,807,,D/02, 360 ,372,1,,26335
3359,2096,829,,D/03, 246 ,150,1,,26336
3359,2096,830,,D/05, 263 ,180,1,,26337
3359,2096,807,,D/06, 360 ,288,1,,26338
3359,2096,831,,D/07, 277 ,180,1,,26339
3359,2096,807,,D/08, 360 ,288,1,,26340
3359,2096,838,,D/10, 360 ,372,1,,26341
3359,2096,839,,D/11, 360 ,372,1,,26342
3359,2096,807,,D/12, 360 ,372,1,,26343
3359,2096,807,,D/15, 360 ,288,1,,32784
3359,2096,839,,D/16, 360 ,372,1,,26344
3359,2096,839,,D/17, 360 ,372,1,,26345
3359,2096,807,,D/18, 360 ,288,1,,26346
3359,2096,807,,D/19, 360 ,288,1,,33711
3359,2096,807,,D/20, 360 ,288,1,,26347
3359,2096,5140,,D/21, 360 ,372,1,,46440
3359,2096,5140,,D/23, 360 ,372,1,,46441
3359,2096,5140,,D/25, 360 ,288,1,,46442
3359,2096,807,,D/26, 360 ,288,1,,26348
3359,2096,5140,,D/27, 360 ,288,1,,46443
3359,2096,807,,D/28, 360 ,288,1,,26349
3359,2096,807,,D/29, 360 ,288,1,,26350
3359,2096,807,,D/30, 360 ,288,1,,26351
3359,2096,5140,,D/31, 360 ,288,1,,46444
3359,2096,807,,D/32, 360 ,288,1,,26352
3359,2096,807,,D/33, 360 ,288,1,,26353
3359,2096,,,D/35, 360 ,288,1,,
3359,2096,807,,D/36, 360 ,288,1,,26354
3359,2096,,,D/37, 360 ,288,1,,
3359,2096,807,,D/38, 360 ,288,1,,26355
3359,2096,,,D/39, 360 ,288,1,,
3359,2096,807,,D/50, 360 ,288,1,,26356
3359,2096,,,D/51, 360 ,288,1,,
3359,2096,807,,D/52, 360 ,288,1,,26357
3359,2096,,,D/53, 360 ,288,1,,
3359,2096,,,D/55, 360 ,288,1,,
3359,2096,807,,D/56, 360 ,288,1,,26358
3359,2096,,,D/57, 360 ,288,1,,
3359,2096,807,,D/58, 360 ,288,1,,26359
3359,2096,,,D/59, 360 ,288,1,,
3359,2096,807,,D/60, 360 ,288,1,,26360
3359,2096,807,,D/61, 360 ,288,1,,99025
3359,2096,807,,D/62, 360 ,288,1,,26361
3359,2096,807,,D/63, 360 ,288,1,,99026
3359,2096,807,,D/65, 360 ,288,1,,99027
3359,2096,839,,D/66, 360 ,372,1,,26362
3359,2096,807,,D/68, 360 ,288,1,,26363
3340,2096,,,E/01, 360 ,288,1,,
3340,2096,,,E/02, 360 ,288,1,,
3340,2096,,,E/03, 360 ,288,1,,
3340,2096,,,E/05, 360 ,288,1,,
3340,2096,,,E/06, 360 ,288,1,,
3340,2096,,,E/07, 360 ,288,1,,
3340,2096,,,E/08, 360 ,288,1,,
3340,2096,,,E/09, 360 ,288,1,,
3340,2096,,,E/10, 360 ,288,1,,
3340,2096,,,E/11, 360 ,288,1,,
3340,2096,,,E/12, 360 ,288,1,,
3340,2096,,,E/15, 360 ,288,1,,
3340,2096,,,E/16, 360 ,288,1,,
3340,2096,,,E/17, 360 ,288,1,,
3340,2096,,,E/18, 360 ,288,1,,
3340,2096,,,E/19, 360 ,288,1,,
3340,2096,,,E/20, 360 ,288,1,,
3340,2096,,,E/21, 360 ,288,1,,
3340,2096,,,E/23, 360 ,288,1,,
3340,2096,,,E/25, 360 ,288,1,,
3340,2096,,,E/26, 360 ,288,1,,
3340,2096,,,E/27, 360 ,288,1,,
3340,2096,,,E/28, 360 ,288,1,,
3340,2096,,,E/29, 360 ,288,1,,
3340,2096,,,E/30, 360 ,288,1,,
3340,2096,,,E/31, 360 ,288,1,,
3340,2096,,,E/32, 360 ,288,1,,
3340,2096,,,E/33, 360 ,288,1,,
3340,2096,,,E/35, 360 ,288,1,,
3340,2096,,,E/36, 360 ,288,1,,
3340,2096,,,E/37, 360 ,288,1,,
3340,2096,,,E/38, 360 ,288,1,,
3340,2096,,,E/39, 360 ,288,1,,
3340,2096,,,E/50, 360 ,288,1,,
3340,2096,,,E/52, 360 ,288,1,,
3340,2096,,,E/56, 360 ,288,1,,
3340,2096,,,E/58, 360 ,288,1,,
3340,2096,,,E/60, 360 ,288,1,,
3340,2096,,,E/62, 360 ,288,1,,
3340,2096,,,E/66, 360 ,288,1,,
3340,2096,,,E/68, 360 ,288,1,,
